start,end,word
127.991,128.471,היחידות
128.491,129.232,"המדיניות,"
129.692,130.132,הנהיג
130.172,130.493,בהן
130.573,130.953,מוסדות
131.033,131.453,חדשים
131.513,132.054,שנבנו
132.094,132.154,על
132.234,132.294,פי
132.354,132.654,המודל
132.694,133.394,"הצרפתי,"
133.815,134.515,"ובעקיפין,"
134.995,135.376,הכשיר
135.416,135.516,את
135.536,135.956,הקרקע
135.976,136.556,לאיחודן
136.616,136.717,של
136.737,137.097,איטליה
137.157,137.777,וגרמניה.
138.878,139.238,החלטה
139.278,139.638,נוספת
139.698,139.819,של
139.859,140.379,נפוליאון
140.399,140.719,למכור
140.739,141.379,לארה״ב
141.4,141.52,את
141.54,141.94,לואיזיאנה
141.98,142.7,"הצרפתית,"
143.181,143.581,שינתה
143.641,143.741,גם
143.861,144.081,היא
144.161,144.261,את
144.301,144.642,מפת
144.682,145.042,העולם.
145.825,146.265,ולמרות
146.325,146.886,שמדובר
146.966,147.446,באפיזודה
147.506,147.826,אחת
148.026,148.286,ממהלך
148.366,148.566,חייו
148.606,149.067,"הסוער,"
149.607,149.807,מין
149.847,150.247,הראוי
150.267,150.728,להרחיב
150.828,151.068,קמעה
151.128,151.608,בנושא
151.668,152.328,שנגענו
152.408,152.629,בו
152.689,152.989,בפרק
153.029,153.109,על
153.169,153.269,דה
153.329,153.689,סלין
153.769,154.329,מהאיטי.
155.47,155.77,בשנת
,,1803
156.871,157.211,חיפש
157.251,157.771,נפוליאון
157.831,158.251,מקורות
158.331,158.592,מימון
158.632,159.152,להמשך
159.192,159.572,המלחמה
159.612,159.812,נגד
159.892,160.433,"בריטניה,"
160.973,161.333,ומכר
161.413,162.013,לאמריקנים
162.053,162.173,את
162.213,162.794,"לואיזיאנה,"
163.294,163.574,יותר
163.614,164.014,משני
164.094,164.475,מיליון
164.575,165.095,קילומטרים
165.135,165.755,"רבועים,"
166.116,166.436,כלומר
166.656,166.816,פי
167.036,167.376,מאה
167.416,167.856,ממדינת
167.896,168.437,"ישראל,"
169.137,169.317,שעל
169.397,169.757,שטחה
169.797,170.138,הוקמו
170.158,170.638,בהמשך
170.698,171.058,המדינות
171.078,171.518,"הבאות,"
171.618,171.899,שימו
171.939,172.079,לב
172.119,172.539,לרשימה.
172.859,173.58,"ארקנזו,"
173.66,174.2,"מיסורי,"
174.28,174.72,אייווה
175.121,175.721,"אוקלהומה,"
175.861,176.302,"קנזס,"
176.362,176.882,"נברסקה,"
176.962,177.403,חלקים
177.423,177.683,גדולים
177.803,178.403,"ממנסוטה,"
178.824,179.244,דקוטה
179.264,179.664,"הדרומית,"
179.764,180.085,דקוטה
180.105,180.665,"הצפונית,"
180.985,181.786,"ניו-מקסיקו,"
181.946,182.467,"מונטנה,"
182.887,183.407,"וויומינג,"
183.467,184.108,"קולרדו,"
184.428,184.908,וכמובן
184.949,185.309,המדינה
185.329,185.709,הקטנה
185.749,186.23,המוכרת
186.29,186.53,כיום
186.57,186.85,בשם
186.89,187.43,לואיזיאנה.
188.351,188.792,העסקה
188.852,189.192,"הזאת,"
189.492,190.133,שהכפילה
190.153,190.213,את
190.273,190.593,שטחה
190.673,190.853,של
190.933,191.454,"ארה״ב,"
191.914,192.254,עלתה
192.294,192.695,למשלם
192.735,193.095,המסים
193.115,193.836,האמריקני
,,15
194.476,194.776,מיליון
194.856,195.157,"דולר,"
195.297,195.517,שווה
195.557,195.877,ערך
196.037,196.918,ל-220
196.958,197.278,מיליון
197.338,197.558,דולר
197.618,197.759,של
197.799,198.119,"היום,"
198.539,198.619,או
198.719,199.04,פחות
199.14,199.98,מסנט
200.281,200.721,לדונם.
202.036,202.556,נפוליון
202.636,203.017,הבין
203.057,203.277,מיד
203.317,203.437,את
203.457,204.118,השלכותיה
204.178,204.738,"וציין,"
205.319,205.759,במו
205.859,206.239,ידיי
206.32,206.86,יצרתי
206.96,207.34,יריב
207.761,208.441,שבמוקדם
208.501,208.541,או
208.621,209.062,במאוחר
209.182,209.642,יפגע
209.742,210.463,בגאוותה
210.543,210.623,של
210.703,211.164,בריטניה
211.184,211.564,הגדולה.
212.665,212.785,והוא
212.845,213.365,צדק.
213.986,214.366,פתיחת
214.386,214.947,המרחבים
215.047,215.467,האדירים
215.507,215.827,האלה
216.308,216.928,אפשרה
216.968,217.589,לאמריקנים
217.649,218.069,לגדול
218.129,218.47,ולהיות
218.53,219.03,מעצמה.
219.811,220.291,הכסף
220.351,220.832,שקיבל
220.892,221.172,תמורת
221.272,221.872,לואיזיאנה
222.473,222.893,נבלע
222.973,223.554,ונעלם
223.654,224.154,במערכות
224.174,224.735,הצבאיות
224.795,225.255,שניהל
225.315,225.776,נפוליון
225.836,226.396,בהמשך.
227.297,227.777,ונחזור
227.857,228.218,לרשימת
228.338,228.818,מפעלי
228.838,229.359,נפוליון
229.419,229.899,והשפעתם
229.959,230.019,על
230.099,230.48,חיינו.
231.28,231.8,נפוליאון
231.84,232.36,האמין
232.42,233.001,בחשיבות
233.021,233.481,"המדע,"
233.961,234.541,ואימץ
234.621,235.061,בחדווה
235.161,235.601,שכלולים
235.661,236.382,טכנולוגיים.
237.042,237.222,כך
237.282,237.842,"למשל,"
237.922,238.802,"ב-1798,"
239.983,240.383,צירף
240.543,240.883,מאות
240.983,241.343,מדענים
241.383,242.003,וחוקרים
242.303,242.844,למסעו
242.864,243.364,למצרים
243.404,243.704,ולארץ
243.784,244.324,ישראל.
245.164,245.744,הנתונים
245.785,246.265,שמדענים
246.385,246.545,אלה
246.605,247.005,אספו
247.085,247.485,שימשו
247.545,247.885,בסיס
247.925,248.345,למחקר
248.425,248.805,מעמיק
248.845,248.885,על
248.945,249.306,מצרים
249.366,249.966,העתיקה
250.066,250.786,"והאוריינט,"
251.286,251.846,ועוררו
251.866,251.946,את
252.026,252.567,העניין
252.647,252.747,של
252.787,253.187,מדינות
253.207,253.627,המערב
253.727,254.107,בחלק
254.167,254.287,זה
254.327,254.447,של
254.487,254.887,"העולם,"
255.387,255.688,אחרי
255.708,256.108,הקפאה
256.188,256.288,של
256.348,256.548,מאות
256.608,256.948,שנים.
258.23,258.35,הוא
258.39,258.49,גם
258.55,258.811,עודד
258.831,258.911,את
258.991,259.512,פעילותם
259.552,259.652,של
259.672,260.013,מכוני
260.033,260.333,מחקר
260.393,260.994,"בפריז,"
261.455,262.096,והעשיר
262.136,262.236,את
262.276,262.657,אוצרות
262.757,263.077,מוזיאון
263.117,263.638,"הלובר,"
264.099,264.7,ואוצרות
264.8,265.361,ששדד
265.561,265.781,בכל
265.821,266.102,רחבי
266.162,266.602,אירופה.
267.684,268.205,מאמצים
268.225,269.006,ומשאבים
269.106,269.507,רבים
269.947,270.268,הקדיש
270.308,270.749,נפוליון
270.849,271.229,כמובן
271.269,271.61,לנושא
271.63,272.01,הצבא.
272.928,273.088,הוא
273.148,273.549,ייעל
273.569,273.649,את
273.729,274.029,גיוס
274.049,274.65,"החובה,"
274.89,275.51,שהונהג
275.53,275.59,על
275.61,275.771,ידי
275.871,276.351,קודמיו
276.451,276.952,בהנהגת
276.972,277.432,המהפכה
277.452,278.073,"הצרפתית,"
278.653,279.073,שיפר
279.114,279.214,את
279.254,279.914,"האימונים,"
280.395,280.995,וירד
281.095,281.836,לפרטי
281.936,282.356,פרטים
282.396,282.657,בכל
282.677,282.757,מה
282.837,283.457,שקשור
283.497,284.058,לאספקה
284.118,284.819,ולוגיסטיקה.
285.459,285.559,הוא
285.619,285.98,אימץ
286.06,286.52,בחום
286.58,286.7,את
286.72,287.081,החידוש
287.181,287.321,של
287.401,287.601,שף
287.681,288.001,בשם
288.102,288.602,ניקולה
288.722,289.202,"אפר,"
289.743,290.303,שהמציא
290.323,290.424,את
290.444,291.064,"השימורים,"
291.344,291.705,בהתחלה
291.765,292.425,"בבקבוקים,"
292.465,292.806,בהמשך
292.866,293.326,בקופסאות
293.426,293.646,"פח,"
294.147,294.427,ואמרתו
294.868,295.028,של
295.068,295.628,"נפוליון,"
295.708,296.129,הצבא
296.229,296.509,צועד
296.549,296.609,על
296.689,297.11,קיבתו
297.65,298.35,הפכה
298.43,298.971,לסיסמה
299.011,299.531,מוכרת
300.011,300.512,שזוכה
300.532,301.172,לציטוטים
301.252,301.712,רבים
302.133,303.013,בהקשרים
303.413,303.814,שונים.
306.275,306.715,נפוליאון
306.755,306.856,גם
306.956,307.256,חתום
307.276,307.316,על
307.336,307.716,הקמת
307.756,307.856,בית
307.896,308.156,הספר
308.196,308.577,לקצינים
308.697,309.317,סאנסיר
309.657,309.817,ואת
309.837,310.218,המכון
310.238,311.118,הפוליטכני
311.638,311.939,העביר
311.959,312.459,לסמכות
312.479,312.999,הצבא
313.219,313.64,וגייס
313.68,313.78,את
313.84,314.26,חניכי
314.28,314.66,המוסד
314.7,315.1,לחילות
315.16,315.521,ההנדסה
315.601,316.261,והתותחנים.
317.202,317.342,כאן
317.362,317.662,המקום
317.702,318.202,לציין
318.302,318.382,כי
318.402,318.863,למרות
318.883,319.443,החידושים
319.463,319.783,הרבים
319.883,320.444,"שהנהיג,"
321.024,321.404,נכשל
321.444,321.864,נפוליאון
321.905,322.365,לפחות
322.425,322.865,בשלושה
322.905,323.225,מקרים
323.245,323.846,בהבנת
323.966,324.586,חשיבותן
324.666,324.826,של
324.846,325.126,המצאות
325.186,325.907,טכנולוגיות.
326.573,326.873,הייתה
326.933,326.993,לו
327.073,327.453,יחידה
327.534,328.054,ניסיונית
328.094,328.234,של
328.294,328.674,בלוני
328.754,329.054,אוויר
329.074,329.475,לצרכי
329.535,330.075,"תצפית,"
330.615,330.715,הוא
330.815,331.135,פירק
331.155,331.396,אותה
331.476,332.156,בהאמינו
332.196,332.776,שמדובר
332.836,333.357,בבזבוז
333.397,333.917,כספים.
334.557,334.737,רק
334.777,335.097,עשרות
335.137,335.398,שנים
335.438,335.678,אחר
335.738,336.018,"כך,"
336.498,336.978,במלחמת
337.018,337.399,האזרחים
337.459,338.159,"האמריקנית,"
338.579,339.22,ייכנסו
339.3,339.68,בלונים
339.72,340,כאלה
340.06,340.54,לשירות
340.62,341.201,ויפתחו
341.241,341.361,את
341.381,341.641,עידן
341.741,342.261,האוויריה
342.281,342.861,הצבאית.
343.382,343.542,כמו
343.602,343.902,"כן,"
344.062,344.422,הפסיק
344.462,344.782,בשלב
344.843,345.203,מוקדם
345.263,345.383,את
345.423,345.883,המימון
345.923,346.583,לתוכניות
346.643,346.784,של
346.844,347.244,ממציא
347.304,347.744,אמריקני
347.764,347.964,בשם
348.044,348.304,רוברט
348.404,348.925,"פולטון,"
349.365,349.825,שרתם
349.865,350.005,את
350.045,350.646,הקיטר
350.926,351.106,כדי
351.166,351.546,להניע
351.686,352.246,ספינות
352.667,353.267,ושחרר
,,את
,,ציי
353.827,354.207,העולם
354.247,354.568,מהתלות
354.628,355.008,ברוח.
355.868,356.368,פולטון
356.469,356.869,הציג
356.909,357.59,לנפוליון
357.69,358.07,תוכניות
358.11,358.631,מפורטות
358.711,358.931,גם
359.011,359.391,לבניית
359.552,360.032,"צוללת,"
360.132,360.593,שאגב
360.733,361.173,נקרא
361.193,361.934,הנאוטילוס.
362.394,362.535,אך
362.615,363.175,בהיעדר
363.235,363.616,מימון
363.656,364.176,"מתאים,"
364.356,364.436,הם
364.496,364.697,נותרו
364.777,364.897,על
364.937,365.357,"הנייר,"
365.718,365.958,וגם
366.038,366.258,כאן
366.338,366.759,קיבל
367.019,367.439,נפוליון
367.539,367.84,ציון
368.14,368.741,נכשל
368.981,369.401,בראיית
369.421,370.022,העתיד.
371.309,371.829,מבקריו
371.889,372.009,של
372.05,372.45,נפוליון
372.51,372.93,מדגישים
372.97,373.11,את
373.13,373.611,העובדה
373.671,374.351,שהמצביא
374.391,375.072,המהולל
375.572,375.872,שידע
376.032,376.232,כל
376.352,376.553,כך
376.653,376.853,טוב
376.893,377.413,להפיח
377.433,377.693,רוח
377.773,377.974,קרב
378.034,378.674,"בחייליו,"
379.174,379.275,לא
379.375,379.815,היסס
379.855,380.355,לנטוש
380.375,380.635,אותם
380.695,380.976,בשעת
381.076,381.416,צרה.
381.996,382.136,כך
382.217,382.397,קרה
382.457,383.217,במצרים
383.297,384.738,"ב-1799,"
385.219,385.839,ברוסיה
386.139,386.52,בחורף
386.56,386.92,הנורא
387,388.021,של
,,1812
389.882,390.262,מעבר
390.322,391.043,לכישוריו
391.123,391.423,יוצאי
391.443,391.803,הדופן
391.843,391.963,של
392.023,392.624,"נפוליון,"
393.144,393.304,אין
393.384,393.865,ספק
394.025,394.525,שמזל
394.605,395.005,שיחק
395.146,395.526,תפקיד
395.626,395.866,גדול
395.926,396.306,בחייו.
397.007,397.067,זה
397.127,397.407,מתחיל
397.427,397.867,בתאריך
397.887,398.348,הולדתו.
399.119,399.739,אביו
400.16,400.58,קרלו
400.62,401.281,"בונפרטה,"
401.841,402.041,היה
402.181,402.442,עורך
402.562,402.762,דין
402.902,403.162,עני
403.222,404.003,באז'קסיו
404.103,404.703,"קורסיקה,"
405.244,405.424,אי
405.504,405.744,בים
405.804,406.405,"התיכון,"
406.905,407.686,שעד
,,1768
408.766,409.227,נשלט
409.367,409.467,על
409.487,409.787,ידי
409.887,410.148,העיר
410.168,410.748,האיטלקית
410.828,411.188,גנוע.
412.269,412.95,"נפוליאון,"
413.37,413.67,בנו
413.75,414.431,"השני,"
415.131,415.552,בהמשך
415.632,415.772,יהיו
415.872,416.032,עוד
416.112,416.633,שישה
416.713,417.253,וחלקם
417.373,417.994,יוכתרו
418.014,418.054,על
418.074,418.234,ידי
418.274,418.594,אחיים
418.634,419.134,המוצלח
419.194,419.895,למלכים
419.955,420.135,על
420.676,420.996,מדינות
421.036,421.256,שונות
421.316,421.817,באירופה.
422.558,423.319,נפוליאון
423.819,424.199,הגיח
424.319,424.72,לעולם
424.88,425.28,שנה
425.4,425.7,אחת
425.82,426.401,"בלבד,"
426.801,427.101,אחרי
427.141,427.922,שקורסיקה
427.962,428.442,נכבשה
428.502,428.602,על
428.642,428.862,ידי
428.943,429.403,צרפת.
430.163,430.323,לו
430.404,430.744,נולד
430.804,431.084,שנה
431.224,431.604,קודם
431.624,432.085,"לכן,"
432.605,433.005,ספק
433.085,433.165,אם
433.206,433.906,הצרפתים
433.946,434.226,היו
434.246,434.867,מאמצים
434.907,435.167,את
435.187,436.368,הקורסיקני
436.468,437.188,איטלקי
437.549,438.029,כמנהיג
438.069,438.589,לאומי.
440.17,440.391,בגיל
,,16
440.531,441.351,סיים
441.431,441.892,נפוליאון
441.932,442.032,בבית
442.072,442.352,ספר
442.412,442.632,צבאי
442.672,443.673,במקום
443.693,444.293,"ה-42,"
444.794,445.334,במחזור
445.394,445.774,שכלל
,,51
446.675,447.195,צוערים
447.716,448.016,הישג
448.156,448.356,עלוב
448.456,448.917,למדי
448.977,449.197,למי
449.237,449.717,שלימים
449.737,450.097,ישלוט
450.137,450.198,על
450.258,450.358,רוב
450.398,450.818,אירופה.
451.887,452.127,קצין
452.167,452.707,התותחנים
452.747,453.228,הצעיר
453.268,453.648,נמנה
453.728,453.808,על
453.888,454.288,תומכי
454.348,454.708,המהפכה
454.748,455.408,"הצרפתית,"
455.869,456.209,נשא
456.349,456.829,נאומים
456.949,457.429,נלהבים
457.469,457.729,נגד
457.749,458.27,האצולה
458.71,459.13,הקפיד
459.19,459.65,לשמור
459.83,459.93,על
459.95,460.23,קשרים
460.29,460.37,עם
460.41,460.971,הבית.
461.571,461.951,במהלך
461.991,462.251,אחת
462.271,462.731,החופשות
462.791,463.111,שבילה
463.171,463.812,"בקורוסיקה,"
464.412,464.872,"שכח,"
465.332,465.472,נאמר
465.552,465.652,זאת
465.713,466.353,בעדינות
466.793,467.213,שכח
467.313,467.713,לחזור
467.793,468.594,ליחידתו
468.674,469.294,והוכרז
469.334,469.734,רשמית
469.794,470.354,כעריק
471.255,471.435,גם
471.535,471.795,אירוע
471.915,472.195,זה
472.655,472.975,יכול
473.035,473.195,היה
473.256,473.576,לסיים
473.596,473.696,את
473.736,474.176,הקריירה
474.296,474.616,"שלו,"
475.036,475.156,אך
475.196,475.576,נפוליון
475.616,476.057,הצליח
476.117,476.537,ליישר
476.577,476.677,את
476.717,477.337,ההדורים
477.717,478.318,ולשוב
478.498,478.918,לשורות
478.958,479.318,הצבא.
480.372,480.832,נפוליאון
480.972,481.272,חתר
481.392,481.692,תמיד
481.732,482.252,להתקרב
482.292,482.592,לקרב
482.612,483.213,הלחימה
483.573,483.733,כדי
483.753,484.133,להבין
484.153,484.233,מה
484.273,484.473,קורה
484.533,485.093,"בשטח,"
485.593,485.753,וזה
485.773,486.313,התבטא
486.353,487.193,בפגזים
487.273,487.994,שהתפוצצו
488.034,488.134,על
488.174,488.574,ידו
489.034,489.594,ויריות
489.674,490.274,שחלפו
490.294,490.854,בקרבה
490.914,491.434,מאיימת
491.454,491.794,אליו.
492.635,492.995,אחוז
493.035,493.615,הפגיעות
493.715,494.095,בקרב
494.135,494.535,הקצינים
494.555,495.195,הזוטרים
495.575,495.815,היה
495.995,496.155,אז
496.235,496.515,גבוה
496.576,497.236,במיוחד.
498.376,498.936,לפעמים
499.196,499.476,עדיף
499.496,499.676,להיות
499.776,500.116,"נמוך,"
500.376,500.676,העיר
500.756,501.257,"ביובש,"
501.457,501.757,כאשר
501.797,502.177,בקרב
502.197,502.297,על
502.337,502.837,יפו
503.297,503.617,פגע
503.757,504.077,צלף
504.197,504.677,טורקי
504.757,505.477,בשלישו
505.557,505.798,גבה
505.838,506.318,הקומה
506.698,507.098,שעמד
507.158,507.478,בדיוק
507.518,507.938,אחריו.
508.908,509.428,נפוליאון
509.468,509.809,נפצע
509.849,510.169,מספר
510.269,510.729,"פעמים,"
511.129,511.57,כולל
511.91,512.29,פציעה
512.43,512.77,בראש
512.851,513.591,בחניונס
513.691,514.291,בהתכתשות
514.311,514.372,עם
514.472,514.872,פרשים
514.972,515.332,טורקים
515.372,515.973,"וערבים,"
516.493,516.693,אך
516.713,517.133,החלים
517.233,517.373,כל
517.494,517.874,"פעם,"
518.334,518.774,הישג
518.794,519.115,הגובל
519.195,519.535,בנס
519.615,520.015,מתחשב
520.095,520.415,ברמת
520.475,521.076,הרפואה
521.496,522.116,וחזר
522.157,522.637,לתפקוד
522.677,522.977,מלא.
524.058,524.138,עוד
524.238,524.358,לא
524.398,524.698,נוצר
524.718,525.158,הכדור
525.198,525.619,שיהרוג
525.659,525.979,"אותי,"
526.179,526.499,אמר
526.519,526.759,אחרי
526.799,527.32,שניצל
527.42,527.62,פעם
527.64,528.04,נוספת
528.12,528.521,מפגיעה
528.641,529.001,קרובה.
530.609,530.989,פריצת
531.029,531.289,הדרך
531.349,531.449,של
531.489,531.91,נפוליון
531.95,532.57,לצמרת
533.03,533.451,נרשמה
533.511,533.811,בקרב
533.951,534.831,טולון
,,1794
536.392,536.752,מפקד
536.772,536.973,התותחנים
537.353,537.833,"נפצע,"
538.373,538.854,וממלא
538.914,539.394,מקומו
539.454,539.874,נפוליון
539.934,540.414,בונאפרטה
540.955,541.495,הצטיין
541.575,542.135,"בקרב,"
542.756,543.136,סחף
543.196,543.556,אחריו
543.616,543.756,את
543.796,544.397,"חייליו,"
544.957,545.317,ותוך
545.437,545.717,שלושה
545.797,546.278,חודשים
546.458,546.758,קודם
546.838,547.338,מדרגה
547.418,547.819,מקבילה
547.879,548.259,לדרגת
548.319,548.759,סרן
548.959,549.519,לדרגת
549.72,549.86,תת
549.92,550.24,אלוף.
551.45,551.79,אלפי
551.85,552.191,ספרים
552.211,552.751,ומחקרים
552.811,553.192,נכתבו
553.212,553.292,על
553.352,553.832,נפוליאון
553.872,553.973,ועל
554.033,554.433,מהלכיו
554.473,555.074,הצבאיים.
555.694,555.995,שמות
556.055,556.215,כמו
556.315,556.996,"אוסטרליץ,"
557.056,557.396,"ינה,"
557.636,558.097,"וגרם,"
558.237,558.797,פרידלנד
559.378,559.458,הם
559.518,559.658,רק
559.758,560.039,חלק
560.099,560.619,מהרשימה
560.679,561.18,הארוכה
561.24,561.36,של
561.4,562.121,ניצחונותיו.
563.022,563.542,נפוליאון
563.682,563.762,לא
563.823,564.203,היסס
564.263,564.844,להתייצב
564.924,565.064,מול
565.184,565.524,צבאות
565.604,565.865,גדולים
565.905,566.165,ממנו
566.225,566.705,בהרבה
567.226,567.887,ולהביסם.
569.152,569.272,הוא
569.312,569.672,התמחה
569.712,570.113,בקריאת
570.193,570.473,מפת
570.513,570.993,"הקרב,"
571.113,571.474,הניע
571.614,572.014,כוחות
572.114,572.615,במהירות
572.715,572.955,שהיממה
573.275,573.375,את
573.435,574.036,"אויביו,"
574.576,574.836,הפך
574.856,574.956,את
574.996,575.357,הסיוע
575.397,576.077,הארטילרי
576.137,576.858,לנדבך
576.898,577.478,המרכזי
577.538,577.818,בכל
577.919,578.339,"קרב,"
578.859,579.3,וניצל
579.32,579.4,את
579.48,579.78,כוחו
579.8,580.34,הצבאי
580.701,580.901,כדי
580.941,581.321,לחתום
581.341,581.401,על
581.421,581.801,הסכמים
581.841,582.442,מדיניים
582.782,583.663,שהנציחו
584.003,584.123,את
584.163,584.603,עוצמתו.
585.436,585.856,ב-1810
587.037,587.398,הגיע
587.458,587.998,נפוליאון
588.038,588.339,לשיא
588.359,588.959,עוצמתו.
589.58,590.12,מספרד
590.14,590.881,ומפורטוגל
590.921,591.301,הגיעו
591.381,591.481,אמנם
591.541,592.002,דיווחים
592.042,592.162,על
592.222,592.582,גנרל
592.642,592.903,בריטי
592.943,593.183,בשם
593.243,593.903,"וולינגטון,"
594.304,594.704,נדבר
594.724,594.864,עליו
594.944,595.505,"בהמשך,"
596.005,596.366,שעושה
596.446,596.586,שם
596.706,597.006,צרות
597.086,597.687,לגנרלים
597.747,598.047,שלו.
598.507,598.668,אבל
598.728,598.868,חוץ
599.008,599.288,מזה
599.328,599.969,הקיסר
600.029,600.709,נפוליאון
601.01,601.37,הביט
601.45,601.91,סביב
602.331,602.751,וראה
602.891,603.452,אירופה
603.852,604.733,נפוליאונית.
605.821,606.141,אחיו
606.201,606.642,הרבים
606.702,606.982,מלכו
