start,end,word
236.787,236.947,הוא
237.347,237.747,שהדרמה
237.847,238.208,יצרה
238.248,238.568,מוקד
238.588,239.028,הזדהות
239.068,239.488,משותף
239.608,240.008,לציבור
240.048,240.548,האזרחי
240.568,240.888,מאותו
240.948,241.368,אזור
241.748,242.288,ובכך
242.628,243.008,חיזקה
243.048,243.129,את
243.149,243.569,תחושת
243.609,243.989,האחדות
244.029,244.489,והזהות
244.509,245.149,האזרחית.
245.789,246.189,העובדה
246.229,246.829,שהפוליסט
246.889,247.209,תמכה
247.289,247.729,ביוזמות
247.769,248.39,הדרמטיות
248.43,249.11,בפסטיבלים
249.15,249.51,הללו
249.97,250.49,משקפת
250.51,250.61,את
250.63,251.07,המשקל
251.09,251.63,החברתי
251.65,251.99,הרב
252.05,252.59,שייחסו
252.63,252.83,באותה
252.91,253.311,תקופה
253.391,253.731,למדיום
253.771,254.351,התיאטרון
254.871,255.011,והיא
255.031,255.511,מבטאת
255.571,255.691,את
255.731,256.171,רצונם
256.231,256.351,של
256.371,256.911,השליטים
256.931,257.391,לפקח
257.531,257.611,על
257.631,258.072,הנעשה
258.172,258.312,בו
258.752,258.832,על
258.892,259.112,מנת
259.172,259.632,שייטיב
259.652,260.072,לשרת
260.092,260.192,את
260.232,260.792,האינטרסים
260.852,261.232,שלהם
261.632,262.152,ולחזק
262.212,262.752,במקביל
263.052,263.173,את
263.193,263.593,הזהות
263.613,264.273,הקולקטיבית
264.293,264.913,האזרחית.
265.553,266.473,מאחר
266.533,266.893,שכבר
266.933,267.193,באותה
267.253,267.674,תקופה
268.094,268.334,היו
268.354,268.874,השליטים
269.094,269.354,ערים
269.394,269.994,לפוטנציאל
270.034,270.494,הפוליטי
270.534,270.734,הרב
270.874,271.094,שיש
271.154,271.594,בדרמה
271.654,272.155,מבחינת
272.475,272.975,השמירה
273.015,273.115,על
273.135,273.375,ערכי
273.395,273.815,החברה
273.895,274.255,רצויים
274.295,274.695,לממסד
274.715,275.255,"השליט,"
275.755,276.135,הוצעה
276.236,276.556,תמיכה
276.636,276.976,כספית
277.016,277.596,לאזרחים
277.656,277.876,שלא
277.896,278.136,יכלו
278.156,278.536,לרכוש
278.576,279.036,כרטיסים
279.056,279.516,להצגה.
280.597,280.697,את
280.777,281.017,קרן
281.057,281.537,התמיכה
281.957,282.397,עיגנו
282.417,282.937,השליטים
282.977,283.477,בחוק
283.817,284.217,שקבע
284.297,284.397,כי
284.457,284.718,צפייה
284.778,285.418,בתיאטרון
285.598,285.698,היא
285.798,286.058,חובה
286.118,286.738,אזרחית.
287.458,287.878,האירוע
287.898,288.518,התיאטרוני
288.578,288.838,היה
288.879,289.199,אפוא
289.239,289.599,נחלת
289.719,290.199,הגברים
290.219,290.519,בכל
290.539,290.959,השכבות
290.979,291.519,החברתיות
291.579,292.339,והכלכליות
292.819,293.36,וההצגות
293.48,293.78,פנו
293.82,294.18,לקהל
294.24,294.58,גברים
294.62,295.14,הטרוגני.
296.84,297.58,הטרגדיה
297.62,298.241,הקלאסית
298.361,298.421,לא
298.441,298.581,הייתה
298.681,299.101,עשויה
299.141,299.421,מקשה
299.441,299.881,"אחת,"
300.341,300.802,ושלושת
300.822,301.282,המחזאים
301.322,301.742,היוונים
301.782,302.262,הגדולים
302.342,303.023,שיצרותיהם
303.143,303.563,שרדו
303.923,304.363,נבדלו
304.383,304.803,ביניהם
304.843,305.284,מבחינה
305.304,305.704,תוכנית
305.864,306.484,ומגמתית
306.544,307.064,כאחת.
308.025,308.625,אייסחילוס
308.885,309.405,התמקד
309.445,309.826,בתיאור
309.846,310.286,הצדק
310.326,310.866,האלוהי
311.226,311.666,ובלימוד
311.746,312.026,זכות
312.086,312.167,על
312.187,312.607,האלים.
313.207,313.467,שעה
313.587,314.167,שהמטרות
314.187,314.768,האנושיות
314.808,315.368,והאלוהיות
315.468,315.748,פועלות
315.808,316.368,"במקביל,"
316.748,317.169,הצדק
317.189,317.569,האלוהי
317.609,318.129,מתממש
318.189,318.609,באמצעות
318.689,319.17,מניעיהם
319.23,319.33,של
319.39,319.55,בני
319.61,319.99,"האדם,"
320.33,320.69,יהיו
320.73,320.971,אשר
321.031,321.311,"יהיו,"
321.551,321.912,החטא
321.932,321.992,או
322.012,322.472,הקללה
322.552,322.833,שעברו
322.893,323.353,בירושה
323.413,323.654,מדור
323.674,324.074,"לדור,"
324.515,325.035,האחריות
325.135,325.556,מוטלת
325.576,325.656,על
325.716,325.916,בני
325.956,326.337,"האדם,"
326.697,326.897,אף
326.917,326.997,אם
327.057,327.378,רגע
327.398,327.858,הנקם
327.958,328.319,מאחר
328.379,328.699,לבוא.
329.68,330.461,סופוקלס
330.762,331.022,הראה
331.042,331.142,את
331.222,331.743,מורכבות
331.803,332.223,"האדם,"
332.624,332.744,את
332.824,333.164,מידת
333.224,333.925,"אנושיותו,"
334.185,334.486,אומץ
334.526,334.866,"ליבו,"
335.287,335.947,חוכמתו
335.967,336.708,"ומוסריותו,"
337.129,337.509,בצד
337.549,337.929,אוזלת
337.969,338.31,ידו
338.37,338.951,שמקורה
339.011,339.771,מעצם_היותו
339.832,339.972,בן
340.012,340.392,תמותה.
341.153,342.014,במחזותיו
342.094,342.574,לפיתחו
342.634,342.774,של
342.814,343.094,האדם
343.154,343.435,עורבת
343.475,344.015,הסכנה
344.075,344.215,של
344.255,344.575,הרס
344.595,345.076,עצמי
345.416,345.516,או
345.576,345.756,הרס
345.776,346.397,הזולת
346.777,347.097,בגלל
347.197,347.618,טעות
347.758,347.818,או
347.858,348.178,בגלל
348.278,348.558,סירוב
348.618,348.919,להבין
348.939,349.079,את
349.119,349.619,העובדות.
350.46,351.28,אוריפידס
351.5,351.841,תיאר
351.881,351.921,את
351.961,352.281,דמויות
352.341,352.741,המיתוס
352.761,353.302,הנעלות
353.402,353.762,ואת
354.022,354.523,הכוחות
354.563,355.523,האירציונליים
355.563,356.004,הפועלים
356.024,356.444,ביקום
356.504,356.844,ובבני
356.924,357.265,אדם
357.705,358.105,והדגיש
358.145,358.185,את
358.225,358.646,תהליכי
358.666,359.046,הנפש
359.106,359.586,המניעים
359.626,359.726,את
359.746,360.327,התנהגותו
360.387,360.507,של
360.567,360.987,האדם.
361.708,362.188,הדמויות
362.248,362.748,שעיצב
362.849,363.389,מורכבות
363.449,363.869,ונתונות
363.909,364.35,לשינוי.
364.93,365.11,הוא
365.171,365.411,גילה
365.491,365.591,כי
365.652,365.952,מנעד
365.992,366.614,רגשותיהן
366.654,367.195,האנושיים
367.235,367.696,התחלף
367.736,368.318,"במהירות,"
368.779,369.119,חשף
369.159,369.56,סתירות
369.6,370.402,"בהתנהגותן,"
370.783,371.264,והסגיר
371.324,371.605,יתר
371.645,372.246,אנושיות
372.567,372.908,לעומת
373.008,373.429,דמויותיו
373.489,373.609,של
373.67,374.331,סופוקלס
374.411,374.672,קודמו.
376.051,376.371,רוב
376.391,377.031,הטרגדיות
377.111,377.191,מן
377.211,377.632,התקופה
377.732,377.872,של
377.892,378.132,יוון
378.152,378.772,הקלאסית
379.212,379.492,זכו
379.532,380.012,לחשיפה
380.072,380.452,ראשונה
380.532,381.153,בדיוניסאה
381.193,381.633,הגדולה
382.093,382.593,שהתקיימה
382.673,383.133,באתונה
383.213,383.654,בראשית
383.714,384.134,האביב.
384.654,384.834,זאת
384.874,385.214,הייתה
385.314,385.894,המרהיבה
385.974,386.234,מבין
386.294,386.534,שלוש
386.554,387.055,החגיגות
387.095,387.655,הציבוריות
387.695,388.295,השנתיות
388.375,388.775,לכבוד
388.775,390.116,דיוניסוס.
390.116,390.476,השתיים
390.536,391.136,הנוספות
391.556,391.756,היו
391.776,392.276,החגיגה
392.316,392.757,הכפרית
392.797,393.237,שנערכה
393.277,393.757,לכבודו
393.817,394.277,ביישובים
394.337,394.697,כפריים
394.717,395.077,מחוץ
395.097,395.557,"לאתונה,"
396.338,397.078,והלנאה
397.458,397.778,שהייתה
397.818,398.378,מצומצמת
398.438,399.039,בהקיפה
399.459,399.939,ונערכה
400.019,400.459,באתונה
400.519,400.759,בימי
400.779,401.379,החורף
401.419,401.76,בעונת
401.88,402.28,דריכת
402.32,402.72,הענבים
402.76,403.08,בגת.
404.317,405.057,התחרויות
405.097,405.877,הדרמטיות
406.237,406.698,רוכזו
406.718,407.038,בשתי
407.058,407.598,החגיגות
407.618,408.118,העירוניות
408.178,408.698,"באתונה,"
409.098,409.758,הדיוניסאה
409.858,410.479,והלנאה.
411.199,411.419,ערב
411.499,411.819,פתיחת
411.859,412.439,הפסטיבל
412.619,412.739,עם
412.779,413.019,שקיעת
413.039,413.559,"החמה,"
413.739,413.999,לאור
414.019,414.54,"לפידים,"
414.96,415.22,הובא
415.3,415.64,פסלו
415.7,415.82,של
415.88,416.36,דיוניסוס
416.42,417.04,לתיאטרון
417.1,417.52,והוצב
417.64,417.84,שם
417.92,418.22,ככל
418.26,418.701,הנראה
419.161,419.261,עד
419.301,419.841,לסיום.
420.601,420.841,היום
420.881,421.321,הראשון
421.381,421.781,הוקדש
421.821,422.461,לתחרויות
422.501,422.661,של
422.722,423.182,מקהלות
423.222,423.982,הדיטרמבוס.
424.702,425.463,במקור
425.623,425.883,היה
425.923,426.643,דיטרמבוס
426.804,427.004,שיר
427.084,427.544,סיפורי
427.584,428.205,"ורגשי,"
428.565,428.965,פיראי
429.025,429.846,"ואקסטטי,"
430.386,430.886,המושתת
430.967,431.227,דו
431.267,431.567,שיח
431.647,432.067,מאולתר
432.187,432.368,בין
432.388,432.888,המקהלה
432.948,433.228,לבין
433.248,433.909,המנצח
433.969,434.369,בשעת
434.409,434.829,תהלוכה.
435.61,435.69,הוא
435.71,436.29,התבסס
436.35,436.771,כסוגה
436.851,437.471,"ספרותית,"
437.972,438.332,יצירה
438.432,438.552,של
438.592,439.012,מקהלה
439.032,439.513,הרוקדת
439.573,440.073,במעגל
440.213,440.654,ומלווה
440.714,441.014,בכלי
441.074,441.474,"נגינה,"
441.954,442.275,בסוף
442.295,442.595,המאה
442.635,443.075,השישית
443.115,443.395,לפני
443.436,443.896,הספירה.
444.716,444.877,יש
444.937,445.497,הסוברים
445.857,446.298,ששירה
446.418,446.598,זו
446.798,446.898,היא
446.918,447.018,גם
447.118,447.438,ראשית
447.478,448.079,הטרגדיה.
448.546,449.906,בתחרויות
450.006,450.307,אלה
450.627,451.167,השתתפו
451.267,451.647,עשרים
451.687,452.207,"מקהלות,"
452.647,452.927,עשר
452.967,453.328,מקהלות
453.388,453.788,גברים
453.848,454.288,ועשר
454.308,454.688,מקהלות
454.748,455.148,"נערים,"
455.828,456.068,שתי
456.108,456.529,מקהלות
456.609,456.889,מכל
456.949,457.349,שבט.
458.009,458.309,בגלל
458.369,458.749,מספרן
458.889,459.129,הרב
459.169,459.349,של
459.369,459.91,"המקהלות,"
460.31,460.79,החוקרים
460.91,461.31,חלוקים
461.33,461.81,ביניהם
461.95,462.05,אם
462.13,462.51,תחרות
462.53,462.971,המקהלות
462.991,463.491,נמשכה
463.531,463.651,יום
463.691,463.971,אחד
464.051,464.511,בלבד
464.571,464.631,או
464.671,465.171,יומיים.
465.932,466.232,בכל
466.292,466.672,מקהלה
466.732,467.212,השתתפו
467.312,467.752,חמישים
467.892,468.092,איש
468.132,468.552,מלווים
468.592,469.053,בנגינה
469.113,469.573,באבוב.
470.433,470.973,שלושת
471.013,471.314,הימים
471.354,471.814,הבאים
472.114,472.575,הוקדשו
472.615,473.035,להצגות
473.075,473.595,"תיאטרון,"
474.016,474.276,ובהם
474.336,474.696,הוצגו
474.736,475.076,מדי
475.096,475.357,יום
475.577,475.877,שלוש
475.957,476.598,"טרגדיות,"
476.858,477.318,קומדיה
477.358,477.758,אחת
478.159,478.639,ומחזה
478.699,479.079,סאטירי
479.139,479.84,גרוטסקי.
480.4,480.901,הכוונה
480.981,481.361,ליצירה
481.441,481.942,דרמטית
482.022,482.422,קצרה
482.502,482.962,שחברי
483.002,483.583,מקהלתה
483.903,484.463,מחופשים
484.503,485.164,"לסאטירים,"
485.444,485.664,בני
485.744,486.265,פמלייתו
486.345,486.505,של
486.525,486.725,האל
486.785,487.346,דיוניסוס.
487.966,488.666,הסאטירים
488.726,488.806,הם
488.866,489.267,יצורים
489.287,489.607,בדמות
489.647,490.027,"אדם,"
490.227,490.667,קרניים
490.707,491.028,קצרות
491.068,491.608,"לראשם,"
492.008,492.348,ולהם
492.488,492.789,זנב
492.849,493.249,סוס
493.389,493.789,ורגלי
493.869,494.129,סוס
494.149,494.269,או
494.289,494.73,תיש.
495.31,495.89,הסאטירים
495.97,496.391,ששים
496.431,496.791,לשתות
496.851,497.191,"יין,"
497.271,497.951,"להתהולל,"
498.312,498.892,להתבדח
499.032,499.552,"בגסות,"
499.973,500.693,ולהזדווג.
501.173,501.794,המבצעים
501.854,502.054,היו
502.094,502.354,תלויים
502.394,502.954,לחלוטין
502.974,503.214,באור
503.234,503.755,"השמש,"
504.195,504.575,ולכן
504.615,504.735,יש
504.795,505.095,להניח
505.235,505.736,שההצגות
505.776,506.116,הוצגו
506.156,506.456,משעות
506.476,506.896,הבוקר
506.936,507.196,ועד
507.216,507.657,השקיעה.
508.017,508.437,בשנים
508.517,508.777,שבהן
508.797,509.118,הוצגו
509.198,509.618,חמישה
509.638,510.138,"מחזות,"
510.498,510.698,הזמין
510.758,510.918,כל
510.979,511.099,יום
511.179,511.339,ימי
511.359,511.959,הפסטיבל
511.999,512.439,בהעלתה
512.499,512.619,של
512.699,513.18,קומדיה.
513.7,514.14,בכל
514.24,514.7,פסטיבל
514.72,515.14,דרמטי
515.18,515.52,כזה
515.921,516.401,השתתפו
516.481,516.861,שלושה
516.921,517.261,כותבי
517.281,517.901,"טרגדיות,"
518.281,518.561,וכל
518.601,518.901,אחד
518.941,519.121,מהם
519.201,519.501,העלה
519.641,519.901,ארבעה
520.062,520.602,מחזות.
521.122,521.422,לעומת
521.502,521.742,כותבי
521.762,522.422,"הטרגדיות,"
522.782,523.142,כותבי
523.162,523.762,הקומדיות
523.842,524.202,הגישו
524.242,524.723,לתחרות
524.803,525.163,מחזה
525.203,525.463,אחד
525.503,525.943,בלבד.
526.283,526.443,כל
526.483,527.003,המחזאים
527.043,527.203,היו
527.243,527.683,אחראים
527.743,527.903,גם
527.943,528.403,להפקת
528.463,529.184,מחזותיהם
529.544,530.164,ולהדרכת
530.204,530.724,"המקהלה,"
531.224,531.484,קודם
531.524,532.084,שהתמסד
532.144,532.484,מעמד
532.524,532.624,של
532.724,533.165,זמרים
533.205,533.665,ומאמני
533.705,534.065,מקהלות
534.125,534.665,"מקצועיים,"
534.845,535.606,ולכן
535.686,535.786,הם
535.826,535.906,לא
535.986,536.266,כתבו
536.347,536.587,הוראות
536.647,536.867,במה
536.927,537.728,במחזותיהם.
538.028,538.549,המחזה
538.669,539.169,אדיפוס
539.189,539.67,המלך
540.03,540.231,היה
540.291,540.571,אחד
540.631,540.891,משלוש
540.911,541.672,הטרגדיות
542.012,542.553,והמחזה
542.573,543.133,הסאטירי
543.194,543.694,שסופוקלס
543.91,544.415,הביא
,,עימו
544.415,545.015,לתחרות
545.396,545.616,שבה
545.676,546.036,זכה
546.237,546.597,במקום
546.637,547.078,השני.
547.558,547.998,הפקיד
548.018,548.399,הגבוה
548.479,548.839,ביותר
548.919,549.06,של
549.08,549.7,"הפוליס,"
549.88,550.501,הארכון
550.941,551.282,נבחר
551.342,551.582,מדי
551.662,551.942,שנה
552.003,552.343,לארגון
552.383,552.964,הפסטיבל.
553.424,553.965,בחירת
554.005,554.525,המחזאים
554.605,555.046,שהתחרו
555.086,555.747,בפסטיבל
556.067,556.347,הייתה
556.367,556.608,אחת
556.668,557.208,מחובותיו
557.268,557.449,של
557.469,557.589,איש
557.689,557.969,ציבור
558.049,558.289,"זה,"
558.79,559.231,ואליו
559.351,559.571,פנו
559.591,560.031,המחזאים
560.091,560.432,שרצו
560.452,560.732,ליטול
560.812,561.073,חלק
561.133,561.733,בתחרות.
562.274,562.594,כאשר
562.674,563.115,נבחרו
563.215,563.535,שלושת
563.575,564.076,המחזאים
564.156,564.657,שהשתתפו
564.677,565.317,"בתחרות,"
565.698,565.958,היה
566.038,566.599,הארכון
566.659,567.059,ממנה
567.159,567.3,את
567.36,568.02,החורגוס.
568.561,569.201,המשמעות
569.241,569.702,המילולית
569.742,570.022,היא
570.102,570.442,מנהיג
570.502,570.962,"מקהלה,"
571.502,571.762,שעליו
571.782,572.083,הוטל
